branch_id,branch_name,transaction_date,count_transactions,count_deposits,count_withdrawals,count_transfers,share_deposits,share_withdrawals,share_transfers,unique_customers,transactions_under_30,transactions_30_to_50,transactions_over_50,share_customers_under_30,share_customers_30_to_50,share_customers_over_50,total_transaction_amount_euro,avg_transaction_amount_euro,num_transaction_currencies,transactions_with_account,transactions_without_account,transaction_amount_euro_without_account
75,Milan,2025-02-24,9,3,2,4,0.33333334,0.22222222,0.44444445,9,1,3,5,0.11111111,0.33333334,0.5555556,7973.753076362614,885.9725640402904,8,9,0,0.0
23,Warsaw,2025-02-11,9,1,4,4,0.11111111,0.44444445,0.44444445,9,0,2,7,0.0,0.22222222,0.7777778,6017.592098977371,668.621344330819,6,9,0,0.0
4,Amsterdam,2025-01-09,2,1,1,0,0.5,0.5,0.0,2,0,2,0,0.0,1.0,0.0,61.39658011610835,30.698290058054177,2,2,0,0.0
43,Krakow,2025-01-26,10,2,5,3,0.2,0.5,0.3,8,2,2,6,0.2,0.2,0.6,13218.937444322728,1321.8937444322728,7,10,0,0.0
87,Turin,2025-01-18,6,2,1,3,0.33333334,0.16666667,0.5,5,1,4,1,0.16666667,0.6666667,0.16666667,25616.670245129168,4269.445040854861,4,6,0,0.0
66,Hong Kong,2025-02-25,9,4,3,2,0.44444445,0.33333334,0.22222222,7,0,2,7,0.0,0.22222222,0.7777778,18235.192781461872,2026.1325312735414,7,9,0,0.0
16,Florence,2025-02-18,5,2,1,2,0.4,0.2,0.4,4,0,1,4,0.0,0.2,0.8,3494.69610904585,698.93922180917,4,5,0,0.0
99,Bangkok,2025-01-11,10,5,2,3,0.5,0.2,0.3,10,4,2,4,0.4,0.2,0.4,7832.892842394828,783.2892842394829,7,10,0,0.0
7,London,2025-03-08,5,2,1,2,0.4,0.2,0.4,5,3,1,1,0.6,0.2,0.2,1626.5876670835896,325.31753341671794,4,5,0,0.0
24,Cairo,2025-02-27,11,7,4,0,0.6363636,0.36363637,0.0,8,2,2,7,0.18181819,0.18181819,0.6363636,9249.442394602762,840.858399509342,8,11,0,0.0
87,Turin,2025-01-29,8,2,3,3,0.25,0.375,0.375,7,0,2,6,0.0,0.25,0.75,9783.853644450088,1222.981705556261,6,8,0,0.0
59,Melbourne,2025-02-09,6,2,3,1,0.33333334,0.5,0.16666667,6,2,2,2,0.33333334,0.33333334,0.33333334,9634.90022832356,1605.8167047205934,6,6,0,0.0
3,Manama,2025-02-14,10,5,4,1,0.5,0.4,0.1,10,1,4,5,0.1,0.4,0.5,12874.347684414408,1287.4347684414408,7,10,0,0.0
44,Valencia,2025-02-04,9,5,3,1,0.5555556,0.33333334,0.11111111,8,0,4,5,0.0,0.44444445,0.5555556,1803.4133826387556,200.37926473763952,6,9,0,0.0
60,Utrecht,2025-03-09,9,4,1,4,0.44444445,0.11111111,0.44444445,8,1,2,6,0.11111111,0.22222222,0.6666667,12179.021870725077,1353.2246523027864,9,9,0,0.0
93,San Francisco,2025-02-17,10,2,4,4,0.2,0.4,0.4,9,0,0,10,0.0,0.0,1.0,15791.135563166576,1579.1135563166577,9,10,0,0.0
16,Florence,2025-02-07,8,4,2,2,0.5,0.25,0.25,8,0,2,6,0.0,0.25,0.75,22593.246351829737,2824.155793978717,6,8,0,0.0
55,Chicago,2025-01-15,10,6,3,1,0.6,0.3,0.1,10,2,0,8,0.2,0.0,0.8,24840.35282640592,2484.035282640592,7,10,0,0.0
57,Antwerp,2025-02-05,10,2,3,5,0.2,0.3,0.5,9,1,8,1,0.1,0.8,0.1,11765.25128499327,1176.525128499327,6,10,0,0.0
92,Seoul,2025-03-07,15,9,4,2,0.6,0.26666668,0.13333334,12,4,5,6,0.26666668,0.33333334,0.4,29870.496163624415,1991.3664109082943,9,15,0,0.0
27,Baku,2025-01-27,11,6,2,3,0.54545456,0.18181819,0.27272728,11,0,0,11,0.0,0.0,1.0,18741.27626584502,1703.7523878040927,9,11,0,0.0
82,Dublin,2025-02-13,12,3,5,4,0.25,0.41666666,0.33333334,11,1,5,6,0.083333336,0.41666666,0.5,12485.664535999313,1040.4720446666095,7,12,0,0.0
93,San Francisco,2025-03-02,13,3,6,4,0.23076923,0.46153846,0.30769232,9,0,5,8,0.0,0.3846154,0.61538464,11156.681931642184,858.2063024340142,9,13,0,0.0
29,Ashgabat,2025-01-25,11,3,4,4,0.27272728,0.36363637,0.36363637,11,2,2,7,0.18181819,0.18181819,0.6363636,11606.635731940454,1055.1487029036778,9,11,0,0.0
41,Tallinn,2025-03-10,12,7,2,3,0.5833333,0.16666667,0.25,10,5,2,5,0.41666666,0.16666667,0.41666666,22375.636887943558,1864.6364073286297,9,12,0,0.0
84,Bishkek,2025-01-01,7,1,3,3,0.14285715,0.42857143,0.42857143,7,1,2,4,0.14285715,0.2857143,0.5714286,22251.314578727095,3178.759225532442,6,7,0,0.0
8,Sarajevo,2025-01-17,9,2,3,4,0.22222222,0.33333334,0.44444445,9,0,3,6,0.0,0.33333334,0.6666667,18362.267901716616,2040.2519890796239,7,9,0,0.0
34,Gothenburg,2025-01-29,10,3,4,3,0.3,0.4,0.3,9,0,3,7,0.0,0.3,0.7,11169.194974048884,1116.9194974048883,8,10,0,0.0
66,Hong Kong,2025-01-18,8,2,4,2,0.25,0.5,0.25,8,2,0,6,0.25,0.0,0.75,21287.16027357484,2660.895034196855,5,8,0,0.0
73,Lille,2025-01-13,13,7,1,5,0.53846157,0.07692308,0.3846154,10,3,3,7,0.23076923,0.23076923,0.53846157,18062.001899891642,1389.3847615301263,9,13,0,0.0
33,Ghent,2025-01-26,6,2,0,4,0.33333334,0.0,0.6666667,6,1,3,2,0.16666667,0.5,0.33333334,3452.711451046578,575.451908507763,5,6,0,0.0
12,Berlin,2025-01-18,5,1,2,2,0.2,0.4,0.4,5,0,2,3,0.0,0.4,0.6,10157.37099326276,2031.474198652552,5,5,0,0.0
43,Krakow,2025-01-05,8,2,3,3,0.25,0.375,0.375,8,2,3,3,0.25,0.375,0.375,12401.019776851801,1550.1274721064751,6,8,0,0.0
15,Zagreb,2025-01-29,12,4,2,6,0.33333334,0.16666667,0.5,11,2,2,8,0.16666667,0.16666667,0.6666667,18742.689763070048,1561.8908135891706,8,12,0,0.0
77,Copenhagen,2025-02-15,13,5,4,4,0.3846154,0.30769232,0.30769232,11,0,4,9,0.0,0.30769232,0.6923077,18219.850360278855,1401.5269507906812,10,13,0,0.0
55,Chicago,2025-02-09,10,2,5,3,0.2,0.5,0.3,10,2,1,7,0.2,0.1,0.7,17701.348591279835,1770.1348591279834,8,10,0,0.0
34,Gothenburg,2025-01-02,13,5,3,5,0.3846154,0.23076923,0.3846154,10,1,0,12,0.07692308,0.0,0.9230769,20217.48208227484,1555.190929405757,7,13,0,0.0
27,Baku,2025-03-01,9,2,3,4,0.22222222,0.33333334,0.44444445,7,0,5,4,0.0,0.5555556,0.44444445,12000.509824906707,1333.3899805451897,6,9,0,0.0
65,Yerevan,2025-01-08,4,2,2,0,0.5,0.5,0.0,4,0,0,4,0.0,0.0,1.0,8718.400152716793,2179.6000381791982,3,4,0,0.0
20,Vilnius,2025-01-24,16,6,4,6,0.375,0.25,0.375,15,2,4,10,0.125,0.25,0.625,40398.217820831356,2524.8886138019598,10,16,0,0.0
15,Zagreb,2025-01-18,10,1,3,6,0.1,0.3,0.6,10,1,2,7,0.1,0.2,0.7,15165.37173067045,1516.537173067045,7,10,0,0.0
65,Yerevan,2025-01-09,14,8,1,5,0.5714286,0.071428575,0.35714287,12,2,3,9,0.14285715,0.21428572,0.64285713,23770.753299295742,1697.9109499496958,10,14,0,0.0
65,Yerevan,2025-02-21,12,2,4,6,0.16666667,0.33333334,0.5,10,2,1,9,0.16666667,0.083333336,0.75,18497.20750472428,1541.4339587270233,8,12,0,0.0
57,Antwerp,2025-02-21,12,5,2,5,0.41666666,0.16666667,0.41666666,11,1,3,8,0.083333336,0.25,0.6666667,27121.108120956902,2260.092343413075,8,12,0,0.0
56,Riga,2025-02-10,13,6,5,2,0.46153846,0.3846154,0.15384616,12,3,4,6,0.23076923,0.30769232,0.46153846,8253.716067829724,634.9012359869018,9,13,0,0.0
13,Bologna,2025-02-08,10,2,3,5,0.2,0.3,0.5,9,1,3,6,0.1,0.3,0.6,5086.729420734693,508.6729420734693,8,10,0,0.0
80,Bucharest,2025-02-02,9,4,1,4,0.44444445,0.11111111,0.44444445,8,3,2,4,0.33333334,0.22222222,0.44444445,12017.291244682134,1335.2545827424592,7,9,0,0.0
39,Almaty,2025-02-03,10,1,4,5,0.1,0.4,0.5,10,1,1,8,0.1,0.1,0.8,13371.190790663079,1337.119079066308,8,10,0,0.0
63,Dubai,2025-03-04,7,2,3,2,0.2857143,0.42857143,0.2857143,6,1,2,4,0.14285715,0.2857143,0.5714286,5568.986953905271,795.5695648436101,6,7,0,0.0
29,Ashgabat,2025-02-02,11,4,5,2,0.36363637,0.45454547,0.18181819,9,1,2,8,0.09090909,0.18181819,0.72727275,5801.6337854012145,527.4212532182922,9,11,0,0.0
91,Tashkent,2025-01-12,4,1,3,0,0.25,0.75,0.0,4,0,1,3,0.0,0.25,0.75,12370.590044440843,3092.647511110211,4,4,0,0.0
8,Sarajevo,2025-03-10,9,4,2,3,0.44444445,0.22222222,0.33333334,9,2,2,5,0.22222222,0.22222222,0.5555556,14054.743605817363,1561.6381784241514,7,9,0,0.0
77,Copenhagen,2025-02-25,4,0,2,2,0.0,0.5,0.5,3,0,2,2,0.0,0.5,0.5,2599.161709549946,649.7904273874865,4,4,0,0.0
27,Baku,2025-01-11,11,6,2,3,0.54545456,0.18181819,0.27272728,11,2,3,6,0.18181819,0.27272728,0.54545456,10296.013453660426,936.0012230600387,8,11,0,0.0
22,Lisbon,2025-02-10,8,0,7,1,0.0,0.875,0.125,8,1,2,5,0.125,0.25,0.625,4757.692614606052,594.7115768257565,6,8,0,0.0
82,Dublin,2025-01-10,5,1,2,2,0.2,0.4,0.4,5,1,2,2,0.2,0.4,0.4,12192.740170142526,2438.5480340285053,4,5,0,0.0
77,Copenhagen,2025-02-22,9,0,6,3,0.0,0.6666667,0.33333334,9,1,3,5,0.11111111,0.33333334,0.5555556,4550.362140117593,505.59579334639926,8,9,0,0.0
13,Bologna,2025-01-09,4,1,1,2,0.25,0.25,0.5,4,0,2,2,0.0,0.5,0.5,1082.0602893471914,270.51507233679786,3,4,0,0.0
47,The Hague,2025-01-07,9,3,3,3,0.33333334,0.33333334,0.33333334,9,1,2,6,0.11111111,0.22222222,0.6666667,3843.851937050914,427.09465967232376,6,9,0,0.0
5,Bergen,2025-02-23,10,3,4,3,0.3,0.4,0.3,9,1,2,7,0.1,0.2,0.7,14447.353851619864,1444.7353851619864,8,10,0,0.0
98,Paris,2025-02-09,7,3,2,2,0.42857143,0.2857143,0.2857143,7,0,2,5,0.0,0.2857143,0.71428573,21637.064105358942,3091.0091579084205,5,7,0,0.0
62,Toronto,2025-03-03,9,3,3,3,0.33333334,0.33333334,0.33333334,9,1,3,5,0.11111111,0.33333334,0.5555556,3895.2977693970583,432.8108632663398,7,9,0,0.0
31,Barcelona,2025-03-04,12,6,2,4,0.5,0.16666667,0.33333334,12,3,3,6,0.25,0.25,0.5,16775.650870943588,1397.9709059119657,7,12,0,0.0
94,Munich,2025-02-24,11,2,5,4,0.18181819,0.45454547,0.36363637,9,3,3,5,0.27272728,0.27272728,0.45454547,9380.172943560756,852.7429948691596,8,11,0,0.0
31,Barcelona,2025-01-31,9,5,2,2,0.5555556,0.22222222,0.22222222,9,3,3,3,0.33333334,0.33333334,0.33333334,1204.7889486276613,133.86543873640682,5,9,0,0.0
9,Los Angeles,2025-02-18,8,3,2,3,0.375,0.25,0.375,8,1,1,6,0.125,0.125,0.75,7304.952010814904,913.119001351863,6,8,0,0.0
24,Cairo,2025-03-08,9,1,5,3,0.11111111,0.5555556,0.33333334,9,1,1,7,0.11111111,0.11111111,0.7777778,22765.457727957153,2529.4953031063505,5,9,0,0.0
89,Rome,2025-01-18,9,3,5,1,0.33333334,0.5555556,0.11111111,9,4,1,4,0.44444445,0.11111111,0.44444445,30331.869406089267,3370.207711787696,6,9,0,0.0
41,Tallinn,2025-01-30,10,3,4,3,0.3,0.4,0.3,9,0,4,6,0.0,0.4,0.6,15869.598338736098,1586.9598338736098,6,10,0,0.0
59,Melbourne,2025-01-30,9,2,3,4,0.22222222,0.33333334,0.44444445,7,2,0,7,0.22222222,0.0,0.7777778,3956.4359997016063,439.60399996684515,7,9,0,0.0
93,San Francisco,2025-01-06,11,5,2,4,0.45454547,0.18181819,0.36363637,9,3,2,6,0.27272728,0.18181819,0.54545456,21731.556406170766,1975.5960369246152,8,11,0,0.0
14,Marseille,2025-01-26,11,4,3,4,0.36363637,0.27272728,0.36363637,10,4,2,5,0.36363637,0.18181819,0.45454547,12823.25197250452,1165.7501793185927,7,11,0,0.0
33,Ghent,2025-02-28,10,2,4,4,0.2,0.4,0.4,8,1,5,4,0.1,0.5,0.4,7367.084943652573,736.7084943652574,6,10,0,0.0
26,Frankfurt,2025-02-13,9,1,7,1,0.11111111,0.7777778,0.11111111,7,1,2,6,0.11111111,0.22222222,0.6666667,6909.811547554548,767.756838617172,7,9,0,0.0
70,Madrid,2025-02-04,2,0,2,0,0.0,1.0,0.0,2,0,0,2,0.0,0.0,1.0,1298.746630696762,649.373315348381,2,2,0,0.0
50,Athens,2025-03-08,9,2,5,2,0.22222222,0.5555556,0.22222222,9,2,1,6,0.22222222,0.11111111,0.6666667,14039.724552095753,1559.969394677306,6,9,0,0.0
50,Athens,2025-01-04,7,3,2,2,0.42857143,0.2857143,0.2857143,6,1,0,6,0.14285715,0.0,0.85714287,651.7837883700611,93.11196976715158,5,7,0,0.0
82,Dublin,2025-02-07,4,1,1,2,0.25,0.25,0.5,4,0,0,4,0.0,0.0,1.0,6467.6152523634755,1616.9038130908689,4,4,0,0.0
64,Luxembourg,2025-02-02,7,2,4,1,0.2857143,0.5714286,0.14285715,7,0,1,6,0.0,0.14285715,0.85714287,16021.607147916342,2288.801021130906,5,7,0,0.0
77,Copenhagen,2025-01-18,13,0,10,3,0.0,0.7692308,0.23076923,11,5,7,1,0.3846154,0.53846157,0.07692308,15387.529222887468,1183.6560940682668,9,13,0,0.0
51,Johannesburg,2025-03-03,8,3,3,2,0.375,0.375,0.25,7,0,1,7,0.0,0.125,0.875,11621.07618851553,1452.6345235644412,6,8,0,0.0
8,Sarajevo,2025-02-09,10,3,4,3,0.3,0.4,0.3,10,2,3,5,0.2,0.3,0.5,9546.002330183073,954.6002330183073,8,10,0,0.0
85,Casablanca,2025-03-07,11,3,4,4,0.27272728,0.36363637,0.36363637,11,0,3,8,0.0,0.27272728,0.72727275,15120.07529934736,1374.5522999406692,7,11,0,0.0
14,Marseille,2025-01-05,7,2,4,1,0.2857143,0.5714286,0.14285715,7,1,2,4,0.14285715,0.2857143,0.5714286,15517.679259327757,2216.811322761108,6,7,0,0.0
64,Luxembourg,2025-02-24,10,2,4,4,0.2,0.4,0.4,9,5,0,5,0.5,0.0,0.5,9704.438454518502,970.4438454518502,8,10,0,0.0
67,Kiev,2025-01-27,13,4,4,5,0.30769232,0.30769232,0.3846154,12,1,6,6,0.07692308,0.46153846,0.46153846,30769.57801696881,2366.8906166899087,9,13,0,0.0
92,Seoul,2025-03-05,10,5,0,5,0.5,0.0,0.5,9,1,2,7,0.1,0.2,0.7,24585.26889878506,2458.526889878506,6,10,0,0.0
70,Madrid,2025-03-01,5,1,3,1,0.2,0.6,0.2,5,1,0,4,0.2,0.0,0.8,7039.099417080253,1407.8198834160507,5,5,0,0.0
73,Lille,2025-01-02,11,2,6,3,0.18181819,0.54545456,0.27272728,11,1,2,8,0.09090909,0.18181819,0.72727275,17838.507128668625,1621.6824662426022,8,11,0,0.0
36,Naples,2025-01-14,9,1,6,2,0.11111111,0.6666667,0.22222222,9,1,3,5,0.11111111,0.33333334,0.5555556,11259.196641021968,1251.0218490024408,9,9,0,0.0
84,Bishkek,2025-01-24,9,3,5,1,0.33333334,0.5555556,0.11111111,8,0,3,6,0.0,0.33333334,0.6666667,7527.839626005585,836.4266251117317,7,9,0,0.0
69,Doha,2025-01-03,6,3,1,2,0.5,0.16666667,0.33333334,5,0,1,5,0.0,0.16666667,0.8333333,2757.4499784441036,459.5749964073506,4,6,0,0.0
74,Kuwait City,2025-01-26,7,4,2,1,0.5714286,0.2857143,0.14285715,6,2,1,4,0.2857143,0.14285715,0.5714286,23232.27080193756,3318.895828848223,5,7,0,0.0
90,Bratislava,2025-02-04,10,5,5,0,0.5,0.5,0.0,10,0,4,6,0.0,0.4,0.6,18518.517659944155,1851.8517659944155,7,10,0,0.0
98,Paris,2025-03-10,7,1,2,4,0.14285715,0.2857143,0.5714286,7,1,0,6,0.14285715,0.0,0.85714287,2820.5887519168928,402.94125027384183,5,7,0,0.0
45,Vienna,2025-02-25,8,1,5,2,0.125,0.625,0.25,8,1,1,6,0.125,0.125,0.75,22825.123070895734,2853.1403838619667,7,8,0,0.0
16,Florence,2025-02-13,7,1,3,3,0.14285715,0.42857143,0.42857143,7,0,5,2,0.0,0.71428573,0.2857143,7574.033076252349,1082.004725178907,7,7,0,0.0
78,Belgrade,2025-01-13,8,3,1,4,0.375,0.125,0.5,8,1,2,5,0.125,0.25,0.625,19867.32289694858,2483.4153621185724,6,8,0,0.0
40,Istanbul,2025-01-29,5,1,1,3,0.2,0.2,0.6,5,1,0,4,0.2,0.0,0.8,11463.400604640767,2292.6801209281534,5,5,0,0.0
83,Oslo,2025-02-05,10,3,4,3,0.3,0.4,0.3,10,2,2,6,0.2,0.2,0.6,29316.192506537074,2931.6192506537072,7,10,0,0.0
6,Hamburg,2025-01-06,9,3,2,4,0.33333334,0.22222222,0.44444445,9,3,1,5,0.33333334,0.11111111,0.5555556,5354.066492475086,594.8962769416762,7,9,0,0.0
39,Almaty,2025-01-09,6,0,3,3,0.0,0.5,0.5,6,2,1,3,0.33333334,0.16666667,0.5,22741.11908861086,3790.1865147684766,5,6,0,0.0
18,Muscat,2025-01-29,4,1,3,0,0.25,0.75,0.0,4,1,0,3,0.25,0.0,0.75,14244.687409052027,3561.1718522630067,3,4,0,0.0
30,Budapest,2025-03-08,9,4,3,2,0.44444445,0.33333334,0.22222222,7,0,4,5,0.0,0.44444445,0.5555556,9701.144297608123,1077.904921956458,6,9,0,0.0
30,Budapest,2025-03-06,12,5,5,2,0.41666666,0.41666666,0.16666667,11,3,3,6,0.25,0.25,0.5,23243.88283444122,1936.9902362034352,7,12,0,0.0
51,Johannesburg,2025-02-01,9,3,2,4,0.33333334,0.22222222,0.44444445,9,0,0,9,0.0,0.0,1.0,6922.814480674289,769.2016089638099,7,9,0,0.0
4,Amsterdam,2025-02-08,7,4,2,1,0.5714286,0.2857143,0.14285715,7,0,1,6,0.0,0.14285715,0.85714287,26980.797134780776,3854.399590682968,5,7,0,0.0
15,Zagreb,2025-02-22,8,4,2,2,0.5,0.25,0.25,7,0,1,7,0.0,0.125,0.875,16999.37139246914,2124.9214240586425,7,8,0,0.0
29,Ashgabat,2025-03-04,14,4,5,5,0.2857143,0.35714287,0.35714287,12,5,4,5,0.35714287,0.2857143,0.35714287,10154.115357454106,725.2939541038647,9,14,0,0.0
42,Stockholm,2025-02-04,3,1,1,1,0.33333334,0.33333334,0.33333334,3,2,0,1,0.6666667,0.0,0.33333334,4678.3886345693545,1559.4628781897848,3,3,0,0.0
90,Bratislava,2025-01-12,12,4,5,3,0.33333334,0.41666666,0.25,12,1,3,8,0.083333336,0.25,0.6666667,24927.485063367098,2077.290421947258,9,12,0,0.0
80,Bucharest,2025-03-04,8,3,3,2,0.375,0.375,0.25,7,3,2,3,0.375,0.25,0.375,27103.97217786561,3387.996522233201,6,8,0,0.0
49,Singapore,2025-02-12,11,6,3,2,0.54545456,0.27272728,0.18181819,11,3,1,7,0.27272728,0.09090909,0.6363636,9954.851662243387,904.9865147493988,7,11,0,0.0
20,Vilnius,2025-01-10,11,4,1,6,0.36363637,0.09090909,0.54545456,10,0,4,7,0.0,0.36363637,0.6363636,8110.769820405551,737.3427109459592,8,11,0,0.0
75,Milan,2025-01-28,10,5,3,2,0.5,0.3,0.2,10,2,1,7,0.2,0.1,0.7,5524.199773378992,552.4199773378992,6,10,0,0.0
65,Yerevan,2025-02-08,13,4,2,7,0.30769232,0.15384616,0.53846157,12,3,2,8,0.23076923,0.15384616,0.61538464,24154.71219296394,1858.0547840741492,8,13,0,0.0
71,New York,2025-03-06,15,6,6,3,0.4,0.4,0.2,13,2,4,9,0.13333334,0.26666668,0.6,22198.6488142601,1479.9099209506735,9,15,0,0.0
95,Prague,2025-02-26,9,4,2,3,0.44444445,0.22222222,0.33333334,8,1,5,3,0.11111111,0.5555556,0.33333334,2301.015393750508,255.66837708338977,7,9,0,0.0
19,Sofia,2025-01-17,4,1,2,1,0.25,0.5,0.25,4,1,0,3,0.25,0.0,0.75,5293.467050119405,1323.3667625298513,4,4,0,0.0
56,Riga,2025-02-03,13,6,4,3,0.46153846,0.30769232,0.23076923,11,0,2,11,0.0,0.15384616,0.84615386,12549.632665539057,965.3563588876198,9,13,0,0.0
25,Odessa,2025-01-16,12,2,6,4,0.16666667,0.5,0.33333334,11,1,1,10,0.083333336,0.083333336,0.8333333,12662.401488445223,1055.200124037102,9,12,0,0.0
70,Madrid,2025-03-07,5,4,0,1,0.8,0.0,0.2,5,0,0,5,0.0,0.0,1.0,16617.702001897123,3323.5404003794247,4,5,0,0.0
89,Rome,2025-01-16,4,0,1,3,0.0,0.25,0.75,4,2,0,2,0.5,0.0,0.5,7738.122078827627,1934.5305197069067,4,4,0,0.0
96,Reykjavik,2025-01-13,10,2,3,5,0.2,0.3,0.5,8,2,4,4,0.2,0.4,0.4,21001.927159274102,2100.19271592741,7,10,0,0.0
66,Hong Kong,2025-02-16,10,6,2,2,0.6,0.2,0.2,10,0,2,8,0.0,0.2,0.8,21564.7895107385,2156.47895107385,8,10,0,0.0
23,Warsaw,2025-01-07,7,2,2,3,0.2857143,0.2857143,0.42857143,7,2,2,3,0.2857143,0.2857143,0.42857143,9887.807727720387,1412.5439611029124,7,7,0,0.0
54,Cologne,2025-02-17,5,1,1,3,0.2,0.2,0.6,5,2,1,2,0.4,0.2,0.4,4567.074074941775,913.4148149883549,5,5,0,0.0
4,Amsterdam,2025-01-21,8,4,1,3,0.5,0.125,0.375,8,1,1,6,0.125,0.125,0.75,6264.115107912138,783.0143884890173,7,8,0,0.0
82,Dublin,2025-02-18,9,4,1,4,0.44444445,0.11111111,0.44444445,7,0,2,7,0.0,0.22222222,0.7777778,28378.427928725556,3153.158658747284,6,9,0,0.0
37,Cape Town,2025-01-21,7,1,3,3,0.14285715,0.42857143,0.42857143,7,2,1,4,0.2857143,0.14285715,0.5714286,15928.353057547101,2275.4790082210143,7,7,0,0.0
25,Odessa,2025-01-29,8,2,0,6,0.25,0.0,0.75,7,0,4,4,0.0,0.5,0.5,4159.827594839971,519.9784493549964,5,8,0,0.0
23,Warsaw,2025-02-08,8,1,2,5,0.125,0.25,0.625,7,2,0,6,0.25,0.0,0.75,9657.91577185067,1207.2394714813338,7,8,0,0.0
47,The Hague,2025-02-03,8,0,2,6,0.0,0.25,0.75,8,1,2,5,0.125,0.25,0.625,9873.047777076523,1234.1309721345654,7,8,0,0.0
23,Warsaw,2025-02-12,13,4,4,5,0.30769232,0.30769232,0.3846154,11,2,1,10,0.15384616,0.07692308,0.7692308,28332.95434509252,2179.4580265455784,9,13,0,0.0
58,Ljubljana,2025-01-13,7,3,1,3,0.42857143,0.14285715,0.42857143,6,0,3,4,0.0,0.42857143,0.5714286,7336.288805648895,1048.041257949842,5,7,0,0.0
78,Belgrade,2025-02-15,10,3,1,6,0.3,0.1,0.6,8,3,1,6,0.3,0.1,0.6,11192.638755755788,1119.2638755755788,7,10,0,0.0
76,Dushanbe,2025-01-11,12,5,4,3,0.41666666,0.33333334,0.25,10,4,2,6,0.33333334,0.16666667,0.5,33934.35166401565,2827.862638667971,8,12,0,0.0
86,Sydney,2025-01-26,9,1,4,4,0.11111111,0.44444445,0.44444445,8,1,0,8,0.11111111,0.0,0.8888889,6192.970357261765,688.1078174735294,6,9,0,0.0
39,Almaty,2025-01-08,11,1,5,5,0.09090909,0.45454547,0.45454547,10,2,3,6,0.18181819,0.27272728,0.54545456,19077.02778382736,1734.2752530752148,9,11,0,0.0
49,Singapore,2025-02-03,12,7,2,3,0.5833333,0.16666667,0.25,11,1,0,11,0.083333336,0.0,0.9166667,14639.131368136706,1219.9276140113923,7,12,0,0.0
46,Trondheim,2025-02-17,8,3,2,3,0.375,0.25,0.375,7,2,1,5,0.25,0.125,0.625,4640.782625645217,580.0978282056521,6,8,0,0.0
13,Bologna,2025-02-11,4,0,4,0,0.0,1.0,0.0,4,1,1,2,0.25,0.25,0.5,2830.5354111375323,707.6338527843831,4,4,0,0.0
43,Krakow,2025-01-15,9,5,0,4,0.5555556,0.0,0.44444445,9,1,7,1,0.11111111,0.7777778,0.11111111,12272.41259343325,1363.601399270361,6,9,0,0.0
40,Istanbul,2025-01-13,4,1,2,1,0.25,0.5,0.25,4,0,1,3,0.0,0.25,0.75,14606.795293843155,3651.698823460789,4,4,0,0.0
11,Skopje,2025-01-20,11,2,8,1,0.18181819,0.72727275,0.09090909,8,1,1,9,0.09090909,0.09090909,0.8181818,11531.896491022544,1048.354226456595,7,11,0,0.0
22,Lisbon,2025-01-09,8,3,3,2,0.375,0.375,0.25,8,0,1,7,0.0,0.125,0.875,14755.879294631966,1844.4849118289958,6,8,0,0.0
23,Warsaw,2025-01-09,9,6,0,3,0.6666667,0.0,0.33333334,9,3,2,4,0.33333334,0.22222222,0.44444445,17253.76861667751,1917.0854018530565,6,9,0,0.0
78,Belgrade,2025-01-18,12,5,6,1,0.41666666,0.5,0.083333336,11,3,1,8,0.25,0.083333336,0.6666667,23257.22061730672,1938.1017181088935,9,12,0,0.0
47,The Hague,2025-02-12,13,5,6,2,0.3846154,0.46153846,0.15384616,13,0,3,10,0.0,0.23076923,0.7692308,32324.730182175626,2486.5177063212022,8,13,0,0.0
9,Los Angeles,2025-02-07,13,4,4,5,0.30769232,0.30769232,0.3846154,13,3,3,7,0.23076923,0.23076923,0.53846157,17828.269167545543,1371.4053205804264,10,13,0,0.0
61,Brussels,2025-01-04,10,3,3,4,0.3,0.3,0.4,10,0,3,7,0.0,0.3,0.7,18718.336386423667,1871.8336386423666,7,10,0,0.0
98,Paris,2025-01-17,11,7,2,2,0.6363636,0.18181819,0.18181819,10,1,1,9,0.09090909,0.09090909,0.8181818,19521.60625287796,1774.6914775343598,9,11,0,0.0
83,Oslo,2025-01-19,11,4,4,3,0.36363637,0.36363637,0.27272728,11,1,5,5,0.09090909,0.45454547,0.45454547,16702.27235893454,1518.3883962667765,8,11,0,0.0
77,Copenhagen,2025-01-02,11,2,3,6,0.18181819,0.27272728,0.54545456,10,0,1,10,0.0,0.09090909,0.90909094,16459.399530566683,1496.3090482333348,8,11,0,0.0
25,Odessa,2025-02-22,11,7,2,2,0.6363636,0.18181819,0.18181819,10,0,1,10,0.0,0.09090909,0.90909094,11715.462331416702,1065.042030128791,8,11,0,0.0
10,Chisinau,2025-02-19,11,5,3,3,0.45454547,0.27272728,0.27272728,11,4,3,4,0.36363637,0.27272728,0.36363637,27001.3159278413,2454.6650843492093,9,11,0,0.0
67,Kiev,2025-02-04,15,7,4,4,0.46666667,0.26666668,0.26666668,14,1,4,10,0.06666667,0.26666668,0.6666667,21170.432749561067,1411.362183304071,10,15,0,0.0
29,Ashgabat,2025-01-23,11,7,1,3,0.6363636,0.09090909,0.27272728,9,1,4,6,0.09090909,0.36363637,0.54545456,10746.695731070036,976.9723391881852,7,11,0,0.0
