transaction_id,transaction_date,account_id,transaction_type,transaction_amount,transaction_currency,fx_rate,transaction_amount_euro
1013141,2025-02-21,4828,withdrawal,7876.29,GBP,0.8276,9517.025132914452
1013142,2025-02-24,791,withdrawal,6088.43,CZK,25.062,242.9347218897135
1013143,2025-01-04,3109,transfer,1843.74,JPY,161.77,11.397292452247017
1013144,2025-01-30,1898,transfer,1506.83,ISK,146.1,10.31368925393566
1013145,2025-02-07,4135,withdrawal,1067.31,NOK,11.625,91.81161290322581
1013146,2025-01-16,1587,withdrawal,2024.48,RON,4.9754,406.8979378542429
1013147,2025-03-01,1937,deposit,8697.98,RON,4.9768,1747.7053528371644
1013148,2025-01-10,200,deposit,830.96,DKK,7.4606,111.37978178698764
1013149,2025-01-05,786,withdrawal,3004.45,TRY,36.425,82.48318462594372
1013150,2025-01-26,4781,transfer,249.57,AUD,1.66,150.34337349397592
1013151,2025-01-10,2883,withdrawal,913.42,HUF,413.68,2.208035196286985
1013152,2025-02-01,778,withdrawal,2082.99,HUF,407.95,5.105993381541856
1013153,2025-03-05,747,withdrawal,8377.82,HUF,398.85,21.004939200200575
1013154,2025-03-06,3473,deposit,4381.55,CHF,0.9565,4580.815473078934
1013155,2025-01-19,1104,transfer,6868.83,SEK,11.506,596.9780983834521
1013156,2025-02-02,328,withdrawal,577.72,GBP,0.83608,690.9865084680891
1013157,2025-01-06,874,withdrawal,7283.75,PLN,4.2518,1713.0979820311397
1013158,2025-01-19,747,transfer,4874.12,SEK,11.506,423.61550495393703
1013159,2025-01-06,4223,transfer,8817.6,GBP,0.83098,10611.085706033839
1013160,2025-01-19,4540,withdrawal,4790.55,TRY,36.627,130.79285772790564
1013161,2025-01-20,2538,deposit,5033.87,GBP,0.84588,5951.045065493923
1013162,2025-02-21,2049,transfer,8347.83,JPY,157.46,53.01555950717642
1013163,2025-01-29,1740,withdrawal,5229.6,PLN,4.2135,1241.1534353862587
1013164,2025-03-05,446,withdrawal,3656.92,PLN,4.15,881.1855421686746
1013165,2025-03-10,1239,transfer,5512.89,GBP,0.83849,6574.783241302819
1013166,2025-01-31,2627,deposit,2415.12,HUF,407.95,5.920137271724476
1013167,2025-02-07,264,transfer,529.69,HUF,405.55,1.306102823326347
1013168,2025-01-11,842,deposit,5338.76,DKK,7.4606,715.5939200600487
1013169,2025-01-22,1327,deposit,5084.69,DKK,7.4612,681.4842116549617
1013170,2025-02-13,194,transfer,304.64,CHF,0.9421,323.3627003502813
1013171,2025-03-06,2314,withdrawal,9626.43,BGN,1.9558,4921.991001124859
1013172,2025-02-27,4550,withdrawal,8565.28,CHF,0.9407,9105.219517380674
1013173,2025-01-11,3973,transfer,1406.26,HUF,413.68,3.3993908334944885
1013174,2025-01-06,3411,withdrawal,9718.34,DKK,7.4591,1302.8837259186764
1013175,2025-01-11,4381,transfer,6284.76,RON,4.9735,1263.649341510003
1013176,2025-02-20,62,withdrawal,7977.45,GBP,0.82823,9631.925914299167
1013177,2025-02-02,661,withdrawal,3859.36,NOK,11.7373,328.8115665442649
1013178,2025-01-15,4567,withdrawal,3884.12,HUF,410.63,9.458928962813237
1013179,2025-02-25,1381,transfer,9961.82,DKK,7.4595,1335.454118908774
1013180,2025-01-08,3517,withdrawal,4207.07,HUF,416.25,10.107075075075075
1013181,2025-02-09,3341,transfer,3738.05,NOK,11.625,321.552688172043
1013182,2025-03-04,352,withdrawal,21.29,AUD,1.6919,12.583486021632485
1013183,2025-01-11,4361,deposit,8231.66,BGN,1.9558,4208.845485223438
1013184,2025-01-04,1938,withdrawal,2276.72,DKK,7.4599,305.194439603748
1013185,2025-03-10,1182,deposit,8414.16,ISK,146.9,57.27814840027229
1013186,2025-01-16,3826,transfer,1626.46,DKK,7.4609,217.99782868018605
1013187,2025-01-04,56,withdrawal,5841.14,TRY,36.425,160.36074124914208
1013188,2025-02-14,2095,deposit,2141.54,NOK,11.6515,183.7995107926018
1013189,2025-02-03,2059,transfer,1668.45,BGN,1.9558,853.0780243378669
1013190,2025-01-26,3259,deposit,2746.64,BGN,1.9558,1404.3562736476122
1013191,2025-02-28,2836,deposit,9068.43,DKK,7.4583,1215.884316801416
1013192,2025-02-24,36,transfer,2230.25,RON,4.9772,448.0933054729567
1013193,2025-02-06,3913,withdrawal,9450.0,AUD,1.6547,5711.005016014988
1013194,2025-02-18,4053,withdrawal,7783.88,NOK,11.659,667.6284415473025
1013195,2025-01-04,1670,transfer,6941.2,CZK,25.166,275.816577922594
1013196,2025-03-06,4232,withdrawal,5442.77,ISK,146.9,37.050850918992516
1013197,2025-01-14,1771,deposit,6379.3,ISK,144.9,44.025534851621806
1013198,2025-01-12,4055,transfer,348.06,CZK,25.09,13.872459147070547
1013199,2025-02-06,2137,withdrawal,791.03,SEK,11.321,69.87280275594028
1013200,2025-02-22,4184,deposit,5620.01,BGN,1.9558,2873.509561304837
1013201,2025-01-21,4607,deposit,5785.14,JPY,161.26,35.874612427136306
1013202,2025-01-02,4927,withdrawal,4360.22,GBP,0.83118,5245.819196804543
1013203,2025-01-21,1518,transfer,4448.58,HUF,411.48,10.811169437153689
1013204,2025-01-14,1955,withdrawal,3348.97,JPY,161.63,20.719977726907132
1013205,2025-02-05,1860,deposit,9901.89,DKK,7.4597,1327.3844792686032
1013206,2025-02-25,1630,transfer,2472.68,ISK,145.7,16.971036376115304
1013207,2025-02-19,3030,withdrawal,2398.32,GBP,0.82838,2895.193027354596
1013208,2025-01-27,1518,withdrawal,8377.14,AUD,1.67,5016.251497005988
1013209,2025-01-17,890,deposit,8430.24,ISK,145.1,58.09951757408684
1013210,2025-03-04,596,withdrawal,8944.45,SEK,11.0995,805.8426055227714
1013211,2025-01-17,697,withdrawal,9745.92,CZK,25.265,385.7478725509598
1013212,2025-01-21,3267,transfer,2708.92,CZK,25.178,107.5907538327111
1013213,2025-01-08,3027,withdrawal,8414.15,TRY,36.395,231.18972386316798
1013214,2025-03-06,1303,transfer,8757.44,NOK,11.716,747.476954592011
1013215,2025-02-18,960,transfer,1460.65,GBP,0.83025,1759.2893706714844
1013216,2025-01-15,3129,transfer,4160.54,SEK,11.5015,361.7389036212668
1013217,2025-01-30,4256,withdrawal,8524.09,TRY,37.223,229.00061789753647
1013218,2025-01-22,4725,deposit,7834.45,ISK,146.5,53.47747440273037
1013219,2025-03-07,710,transfer,9887.01,AUD,1.7258,5728.9430988527065
1013220,2025-01-30,424,deposit,1264.3,JPY,160.32,7.886102794411178
1013221,2025-02-07,4854,deposit,2644.8,JPY,157.77,16.76364327818977
1013222,2025-02-11,1421,withdrawal,7762.98,GBP,0.83355,9313.154579809248
1013223,2025-02-11,3361,withdrawal,1001.45,SEK,11.2525,88.9980004443457
1013224,2025-01-20,2697,withdrawal,5278.8,CHF,0.9429,5598.47279669106
1013225,2025-01-06,4560,deposit,3825.33,AUD,1.6555,2310.6795530051345
1013226,2025-01-24,4997,withdrawal,7622.63,PLN,4.2138,1808.9681522616165
1013227,2025-02-11,4976,deposit,7229.96,NOK,11.5755,624.5915943155803
1013228,2025-01-16,3595,withdrawal,6342.0,JPY,160.46,39.52386887697868
1013229,2025-02-03,339,deposit,1877.46,BGN,1.9558,959.944779629819
1013230,2025-02-26,2954,transfer,3056.87,RON,4.9773,614.1622968275973
1013231,2025-01-01,4103,withdrawal,1358.29,JPY,163.06,8.330001226542377
1013232,2025-02-03,3524,withdrawal,2904.69,JPY,158.87,18.283439289985523
1013233,2025-01-02,2662,transfer,5260.75,JPY,162.04,32.46574919772896
1013234,2025-01-11,2749,deposit,3778.49,CZK,25.09,150.5974491829414
1013235,2025-02-15,1396,withdrawal,265.65,ISK,147.3,1.8034623217922603
1013236,2025-01-06,2940,withdrawal,2680.92,CZK,25.154,106.580265564125
1013237,2025-01-30,3288,withdrawal,7221.89,BGN,1.9558,3692.550363022804
1013238,2025-02-10,3331,withdrawal,1856.13,ISK,146.6,12.661186903137791
1013239,2025-03-06,807,transfer,7221.38,RON,4.9754,1451.416971499779
1013240,2025-02-23,208,deposit,3243.08,GBP,0.8276,3918.6563557274044
1013241,2025-02-22,84,withdrawal,5029.29,AUD,1.6394,3067.7625960717337
1013242,2025-01-21,4368,transfer,7338.7,RON,4.9768,1474.5820607619353
1013243,2025-02-24,4973,withdrawal,1818.74,ISK,145.1,12.534390075809787
1013244,2025-01-30,1838,withdrawal,6060.3,AUD,1.6705,3627.8359772523195
1013245,2025-01-31,3906,withdrawal,1894.17,SEK,11.474,165.08366742199757
1013246,2025-03-06,2922,transfer,2487.37,CHF,0.9565,2600.4913748039726
1013247,2025-02-28,2787,deposit,5229.31,SEK,11.188,467.4034680014301
1013248,2025-01-28,2037,withdrawal,5825.14,JPY,161.86,35.98875571481527
1013249,2025-01-24,18,deposit,5575.96,GBP,0.84413,6605.570232073259
1013250,2025-02-05,2876,deposit,5001.73,PLN,4.1968,1191.7961303850552
1013251,2025-01-04,4364,withdrawal,6876.48,ISK,144.1,47.720194309507285
1013252,2025-02-24,4802,withdrawal,9099.01,AUD,1.6434,5536.6983083850555
1013253,2025-02-21,3380,withdrawal,7996.11,JPY,157.46,50.78184935856725
1013254,2025-02-03,452,withdrawal,4019.49,ISK,146.0,27.530753424657533
1013255,2025-01-16,4550,withdrawal,1585.85,DKK,7.4609,212.5547856156764
1013256,2025-01-28,2766,deposit,5532.06,GBP,0.83868,6596.151094577193
1013257,2025-02-26,567,deposit,4979.93,NOK,11.6895,426.0173660122332
1013258,2025-02-09,4741,transfer,4668.81,NOK,11.625,401.61806451612904
1013259,2025-03-10,3463,withdrawal,2829.42,GBP,0.83849,3374.423070042577
1013260,2025-02-01,3962,transfer,6203.18,HUF,407.95,15.205735997058465
1013261,2025-02-08,2677,deposit,272.45,NOK,11.625,23.436559139784944
1013262,2025-02-21,1774,deposit,4279.36,NOK,11.629,367.9903689053229
1013263,2025-02-06,4931,withdrawal,4402.8,CZK,25.139,175.13823143323125
1013264,2025-03-10,3630,transfer,9806.89,HUF,399.45,24.55098260107648
1013265,2025-02-01,3771,deposit,1059.0,HUF,407.95,2.595906361073661
1013266,2025-02-09,306,deposit,4483.6,NOK,11.625,385.6860215053764
1013267,2025-02-27,4528,transfer,8036.85,SEK,11.159,720.212384622278
1013268,2025-02-04,2340,withdrawal,8708.87,PLN,4.2193,2064.0556490413105
1013269,2025-03-01,3811,transfer,4644.7,JPY,156.96,29.591615698267073
1013270,2025-03-03,729,deposit,1273.46,CZK,25.097,50.741522891182214
1013271,2025-03-06,4504,withdrawal,8584.98,DKK,7.4593,1150.9096027777405
1013272,2025-01-11,634,transfer,9248.74,CZK,25.09,368.6225587883619
1013273,2025-02-03,2092,withdrawal,9545.43,AUD,1.6671,5725.769299982005
1013274,2025-02-18,1810,deposit,9665.75,PLN,4.166,2320.1512241958712
1013275,2025-01-11,1399,withdrawal,1982.13,JPY,162.86,12.170760162102418
1013276,2025-01-17,2363,withdrawal,6107.0,GBP,0.84453,7231.241045315146
1013277,2025-01-30,4639,transfer,3978.69,SEK,11.47,346.8779424585876
1013278,2025-01-26,4864,withdrawal,9934.81,RON,4.9761,1996.5052953115894
1013279,2025-01-09,1006,withdrawal,8534.26,NOK,11.7605,725.6715275711067
1013280,2025-01-01,3938,transfer,1581.47,RON,4.9743,317.9281506945701
1013281,2025-01-14,3419,transfer,2102.77,CZK,25.294,83.13315410769353
1013282,2025-02-03,4965,transfer,4405.73,BGN,1.9558,2252.648532569792
1013283,2025-01-31,1631,deposit,5004.49,PLN,4.213,1187.8685022549253
1013284,2025-02-01,1607,transfer,5930.61,CHF,0.9449,6276.441951529262
1013285,2025-01-25,1692,deposit,3366.59,ISK,146.3,23.011551606288446
1013286,2025-01-28,3694,transfer,1708.5,AUD,1.6698,1023.1764283147683
1013287,2025-02-23,3815,withdrawal,7131.73,GBP,0.8276,8617.363460608989
1013288,2025-02-20,2497,withdrawal,6707.09,JPY,156.6,42.82943805874841
1013289,2025-01-03,2431,deposit,4599.75,NOK,11.713,392.70468709980366
1013290,2025-02-23,1649,withdrawal,2121.39,ISK,145.7,14.559986273164036
1013291,2025-01-02,4063,withdrawal,1075.59,GBP,0.83118,1294.0518299285352
1013292,2025-02-28,4647,transfer,8269.5,PLN,4.1503,1992.506565790425
1013293,2025-02-05,1855,withdrawal,5011.33,CZK,25.136,199.3686346276257
1013294,2025-03-05,630,withdrawal,1709.8,JPY,160.09,10.680242363670434
1013295,2025-02-11,1407,deposit,4126.09,RON,4.9769,829.0482026964577
1013296,2025-01-20,1942,transfer,1860.56,PLN,4.2568,437.0794963352753
1013297,2025-01-16,2276,transfer,4758.79,SEK,11.485,414.3482803656944
1013298,2025-02-15,2178,withdrawal,2653.2,HUF,402.95,6.584439756793647
1013299,2025-01-10,2114,withdrawal,5264.47,JPY,162.86,32.32512587498465
1013300,2025-03-08,2717,withdrawal,2183.81,CZK,25.016,87.29653022065878
1013301,2025-02-20,292,withdrawal,7329.06,RON,4.9778,1472.349230583792
1013302,2025-01-22,863,withdrawal,9064.26,TRY,37.231,243.46001987590986
1013303,2025-03-01,2470,transfer,2134.24,TRY,38.019,56.13614245508824
1013304,2025-03-07,1413,withdrawal,1769.06,CHF,0.9557,1851.062048760071
1013305,2025-02-14,3530,deposit,9266.15,TRY,37.949,244.17375951935492
1013306,2025-01-06,243,transfer,4477.88,CZK,25.154,178.01860539079271
1013307,2025-01-16,505,deposit,8329.0,CHF,0.9376,8883.319112627987
1013308,2025-01-06,1708,transfer,1896.63,JPY,163.25,11.617947932618684
1013309,2025-01-19,3642,deposit,1762.8,GBP,0.84453,2087.3148378387978
1013310,2025-01-20,4663,withdrawal,2804.78,JPY,161.36,17.382126921170055
1013311,2025-01-06,2850,withdrawal,5303.33,AUD,1.6555,3203.461189972818
1013312,2025-02-16,4622,transfer,2388.48,CHF,0.9442,2529.633552213514
1013313,2025-01-07,4439,deposit,7719.25,PLN,4.2583,1812.7539158819247
1013314,2025-01-02,4274,withdrawal,5421.5,GBP,0.83118,6522.654539329627
1013315,2025-01-12,3044,withdrawal,2879.52,BGN,1.9558,1472.2977809591982
1013316,2025-01-21,3777,transfer,7145.46,CZK,25.178,283.79775994916196
1013317,2025-03-05,361,withdrawal,9973.2,GBP,0.835,11943.952095808385
1013318,2025-01-23,1247,deposit,7612.41,BGN,1.9558,3892.223131199509
1013319,2025-03-04,1122,deposit,5002.83,CHF,0.9371,5338.629815387899
1013320,2025-03-10,2702,deposit,4732.29,GBP,0.83849,5643.82401698291
1013321,2025-01-02,4077,deposit,3798.43,CZK,25.177,150.86904714620488
1013322,2025-02-12,1148,withdrawal,7820.48,TRY,37.432,208.92498397093394
1013323,2025-03-08,4288,transfer,7819.34,NOK,11.759,664.9664087082235
1013324,2025-01-20,2159,transfer,8222.51,DKK,7.4611,1102.0506359652063
1013325,2025-03-10,2227,deposit,6927.2,CHF,0.9512,7282.590412111017
1013326,2025-01-18,2830,transfer,9926.93,GBP,0.84453,11754.384095295609
1013327,2025-02-14,997,withdrawal,7858.46,CZK,25.043,313.79866629397435
1013328,2025-01-20,4535,withdrawal,5194.65,CZK,25.209,206.06331072236105
1013329,2025-03-08,3628,transfer,4725.45,CHF,0.9557,4944.490949042586
1013330,2025-02-26,914,transfer,3628.75,JPY,156.7,23.157306955966817
1013331,2025-03-08,2553,withdrawal,7809.78,TRY,39.579,197.32130675358144
1013332,2025-01-30,3406,withdrawal,8934.36,TRY,37.223,240.0225666926363
1013333,2025-02-24,1080,transfer,4227.68,JPY,156.81,26.96052547669154
1013334,2025-02-26,2769,withdrawal,2619.04,GBP,0.82868,3160.496210841338
1013335,2025-02-09,4363,deposit,6413.27,SEK,11.2865,568.2248704204138
1013336,2025-01-19,1127,withdrawal,4843.87,TRY,36.627,132.2486144101346
1013337,2025-02-19,1600,transfer,2725.9,BGN,1.9558,1393.7519173739647
1013338,2025-01-31,4009,withdrawal,9330.23,TRY,37.266,250.36843235120486
1013339,2025-02-09,1404,transfer,7778.62,DKK,7.46,1042.710455764075
1013340,2025-01-29,2330,transfer,4012.25,DKK,7.4627,537.640532247042
1013341,2025-02-19,282,transfer,6166.12,JPY,158.41,38.92506786187741
1013342,2025-02-23,2888,transfer,8587.08,HUF,404.6,21.223628274839346
1013343,2025-03-09,2886,deposit,6037.78,SEK,10.9715,550.3149068039921
1013344,2025-02-19,3667,withdrawal,8570.81,CHF,0.9435,9084.059353471117
1013345,2025-01-12,601,withdrawal,4909.02,JPY,162.86,30.142576446027263
1013346,2025-01-16,3707,deposit,7217.68,ISK,145.1,49.74279807029635
1013347,2025-03-07,58,withdrawal,4539.25,ISK,147.3,30.816361167684995
1013348,2025-01-14,5000,transfer,6759.04,PLN,4.2683,1583.5437996392006
1013349,2025-01-19,933,transfer,842.17,NOK,11.759,71.61918530487286
1013350,2025-01-09,1137,deposit,3648.76,BGN,1.9558,1865.6099805706106
1013351,2025-02-23,3115,transfer,5734.62,CZK,25.082,228.63487760146717
1013352,2025-01-19,27,transfer,2922.89,AUD,1.6646,1755.9113300492609
1013353,2025-02-23,1249,transfer,7941.03,NOK,11.629,682.8643907472698
1013354,2025-02-18,283,transfer,6315.94,TRY,37.896,166.66508338610933
1013355,2025-02-27,1077,withdrawal,2076.32,DKK,7.4584,278.38678536951625
1013356,2025-01-30,23,deposit,9992.04,JPY,160.32,62.32559880239522
1013357,2025-01-22,4390,transfer,3640.08,SEK,11.467,317.4396093136827
1013358,2025-03-07,2845,transfer,5906.82,GBP,0.84088,7024.569498620493
1013359,2025-01-05,2794,transfer,7410.87,SEK,11.4395,647.8316359980768
1013360,2025-01-30,2513,deposit,2893.16,HUF,407.25,7.104137507673419
1013361,2025-02-07,1111,transfer,7298.35,CZK,25.108,290.6782698741437
1013362,2025-01-29,2502,deposit,6955.83,DKK,7.4627,932.079542256824
1013363,2025-03-09,4525,deposit,8347.9,BGN,1.9558,4268.278965129359
1013364,2025-01-27,4006,withdrawal,8546.77,SEK,11.496,743.4559846903271
1013365,2025-01-13,2689,deposit,9196.92,HUF,413.68,22.231966737574936
1013366,2025-01-08,3515,transfer,8334.49,RON,4.9739,1675.644866201572
1013367,2025-02-15,2099,transfer,9333.03,PLN,4.1653,2240.6621371809956
1013368,2025-02-14,2531,transfer,5204.29,BGN,1.9558,2660.9520400858983
1013369,2025-01-03,403,deposit,6936.46,ISK,144.1,48.13643303261624
1013370,2025-01-04,3705,deposit,1968.07,CHF,0.9362,2102.1897030549026
1013371,2025-03-08,4559,withdrawal,1773.66,JPY,160.35,11.061178671655753
1013372,2025-01-22,3070,transfer,9209.53,BGN,1.9558,4708.830146231721
1013373,2025-01-13,3613,deposit,8364.47,CHF,0.9346,8949.786004707896
1013374,2025-02-15,1944,withdrawal,6592.38,DKK,7.459,883.8155248692855
1013375,2025-01-22,1034,deposit,5657.96,NOK,11.7525,481.42607955754096
1013376,2025-02-18,2786,withdrawal,6095.56,CZK,25.098,242.87034823491913
1013377,2025-01-01,2267,transfer,2624.86,DKK,7.4578,351.9617045241224
1013378,2025-02-23,4715,withdrawal,800.26,HUF,404.6,1.9779041028175974
1013379,2025-01-10,4215,withdrawal,3404.27,JPY,162.86,20.9030455606042
1013380,2025-01-03,1937,transfer,2915.72,AUD,1.6556,1761.1258758154142
1013381,2025-01-14,4294,transfer,5947.22,NOK,11.7195,507.46362899441107
1013382,2025-03-05,855,deposit,7217.44,CZK,25.048,288.14436282337914
1013383,2025-01-02,4155,deposit,8377.05,CZK,25.177,332.7262978114946
1013384,2025-02-22,1415,withdrawal,5544.07,TRY,38.102,145.5060101831925
1013385,2025-01-13,3043,transfer,875.11,RON,4.9731,175.96871166877804
1013386,2025-02-04,2335,withdrawal,6389.91,GBP,0.83188,7681.2881665624855
1013387,2025-02-05,2391,withdrawal,1829.89,AUD,1.658,1103.6731001206274
1013388,2025-02-13,559,transfer,2704.62,ISK,146.8,18.423841961852858
1013389,2025-01-27,4943,transfer,5063.53,CZK,25.102,201.71818978567444
1013390,2025-02-10,2894,withdrawal,8375.67,HUF,403.88,20.738016242448253
1013391,2025-01-11,545,deposit,5862.94,AUD,1.6655,3520.228159711798
1013392,2025-03-02,4718,deposit,138.44,RON,4.9768,27.817071210416334
1013393,2025-02-17,665,deposit,5109.52,GBP,0.83133,6146.199463510279
1013394,2025-01-19,167,transfer,441.27,HUF,412.65,1.0693565976008723
1013395,2025-02-04,2404,transfer,1884.23,BGN,1.9558,963.4062787606094
1013396,2025-02-08,862,deposit,3997.57,ISK,146.6,27.26855388813097
1013397,2025-01-06,1909,deposit,4744.5,CHF,0.9396,5049.489144316731
1013398,2025-02-21,1293,withdrawal,9320.73,AUD,1.6394,5685.4519946321825
1013399,2025-02-25,3080,transfer,7704.48,AUD,1.6538,4658.652799613013
1013400,2025-02-09,2794,deposit,2958.91,BGN,1.9558,1512.8898660394723
1013401,2025-02-21,3396,withdrawal,4275.26,CHF,0.942,4538.492569002124
1013402,2025-01-11,1901,withdrawal,6593.31,RON,4.9735,1325.6881471800546
1013403,2025-02-01,4246,transfer,4909.66,AUD,1.6702,2939.5641240569994
1013404,2025-02-16,3009,deposit,1893.15,CHF,0.9442,2005.0307138318153
1013405,2025-02-19,401,deposit,9254.83,NOK,11.629,795.8405709863273
1013406,2025-01-12,2677,withdrawal,9402.61,CZK,25.09,374.75528098844165
1013407,2025-01-11,2745,withdrawal,5825.25,RON,4.9735,1171.2576656278277
1013408,2025-03-09,1544,transfer,4304.85,SEK,10.9715,392.3665861550381
1013409,2025-02-23,189,transfer,6256.35,CZK,25.082,249.43585041065307
1013410,2025-01-07,4591,transfer,8828.47,CZK,25.137,351.2141464773043
1013411,2025-02-21,2356,transfer,1397.07,AUD,1.6394,852.1837257533243
1013412,2025-01-18,2846,deposit,8445.89,BGN,1.9558,4318.3812250741385
1013413,2025-01-22,2166,transfer,6469.1,BGN,1.9558,3307.6490438695164
1013414,2025-02-03,3858,withdrawal,2117.55,BGN,1.9558,1082.7027303405257
1013415,2025-01-21,3262,deposit,9756.36,ISK,145.9,66.87018505825908
1013416,2025-01-16,2627,deposit,9770.87,GBP,0.84258,11596.370671034205
1013417,2025-03-06,4012,transfer,6338.71,SEK,10.962,578.2439335887611
1013418,2025-02-06,120,withdrawal,9660.47,BGN,1.9558,4939.395643726352
1013419,2025-02-25,4319,transfer,9673.04,CZK,24.939,387.8679979149124
1013420,2025-02-04,3289,withdrawal,34.18,CZK,25.172,1.3578579373907516
1013421,2025-01-18,3156,withdrawal,6852.83,GBP,0.84453,8114.371307117568
1013422,2025-02-01,329,withdrawal,3524.73,NOK,11.7373,300.30160258321763
1013423,2025-01-07,83,transfer,6874.84,TRY,36.743,187.10611545056202
1013424,2025-02-20,1462,transfer,5505.79,TRY,37.923,145.18339793792686
1013425,2025-01-13,2207,transfer,9835.27,CZK,25.23,389.82441537851764
1013426,2025-01-17,4428,transfer,5117.09,CZK,25.265,202.53671086483277
1013427,2025-01-24,1615,transfer,3248.2,BGN,1.9558,1660.803763165968
1013428,2025-01-18,1067,deposit,6915.82,BGN,1.9558,3536.0568565292974
1013429,2025-02-19,1291,deposit,284.59,BGN,1.9558,145.51078842417425
1013430,2025-01-24,2477,deposit,1350.33,CZK,25.097,53.804438777543126
1013431,2025-01-16,2235,deposit,9824.86,SEK,11.485,855.4514584240314
1013432,2025-01-16,3953,withdrawal,8578.91,SEK,11.485,746.966478014802
1013433,2025-02-14,1535,withdrawal,4574.52,RON,4.977,919.132007233273
1013434,2025-02-23,107,transfer,5120.51,JPY,157.46,32.51943350692239
1013435,2025-01-25,4119,withdrawal,9589.62,HUF,408.85,23.45510578451755
1013436,2025-01-14,148,withdrawal,371.05,CZK,25.294,14.669486834822488
1013437,2025-01-28,4274,transfer,6124.97,HUF,408.13,15.00739960306765
1013438,2025-01-19,1478,deposit,2379.27,ISK,145.1,16.397450034458995
1013439,2025-01-10,4601,withdrawal,2504.49,TRY,36.485,68.64437440043854
1013440,2025-02-11,913,withdrawal,3987.53,TRY,37.22,107.13406770553466
1013441,2025-03-07,2690,withdrawal,8864.22,JPY,160.35,55.28044901777362
1013442,2025-03-03,3609,withdrawal,8130.51,PLN,4.1708,1949.3886065023498
1013443,2025-02-20,1858,transfer,3160.94,BGN,1.9558,1616.1877492586154
1013444,2025-02-28,2228,transfer,5019.08,RON,4.9768,1008.4954187429673
1013445,2025-03-02,2432,deposit,2898.29,RON,4.9768,582.3601511011092
1013446,2025-02-12,2958,withdrawal,8423.68,CZK,25.075,335.9393818544367
1013447,2025-02-07,77,deposit,2417.61,PLN,4.1985,575.827081100393
1013448,2025-02-02,1434,transfer,5105.99,AUD,1.6702,3057.1129206083106
1013449,2025-03-07,866,deposit,9619.46,JPY,160.35,59.9903960087309
1013450,2025-01-19,4169,withdrawal,128.57,NOK,11.759,10.933752870142017
1013451,2025-01-05,3523,transfer,9594.33,TRY,36.425,263.3995881949211
1013452,2025-02-02,3645,transfer,8206.8,PLN,4.213,1947.970567291716
1013453,2025-03-07,1151,withdrawal,1356.67,DKK,7.4589,181.88606899140626
1013454,2025-02-12,1100,withdrawal,8298.67,RON,4.9767,1667.5045713022685
1013455,2025-01-22,1198,deposit,1239.7,TRY,37.231,33.29752088313502
1013456,2025-01-18,2745,withdrawal,3484.61,CHF,0.9394,3709.399616776666
1013457,2025-02-20,1788,withdrawal,6229.87,NOK,11.609,536.6413989146351
1013458,2025-02-14,3295,transfer,7525.6,PLN,4.1653,1806.7366096079513
1013459,2025-02-24,1997,deposit,1626.28,AUD,1.6434,989.5825727151029
1013460,2025-01-10,1595,deposit,8724.64,ISK,145.3,60.04569855471438
1013461,2025-01-21,4079,withdrawal,3633.38,SEK,11.475,316.6344226579521
1013462,2025-01-02,4766,transfer,5008.95,CZK,25.177,198.9494379791079
1013463,2025-01-06,2783,deposit,8105.89,CHF,0.9396,8626.958280119201
1013464,2025-02-04,1555,deposit,744.0,SEK,11.418,65.16027325275881
1013465,2025-01-17,108,transfer,5429.23,PLN,4.2585,1274.9160502524362
1013466,2025-01-12,73,transfer,9160.96,HUF,413.68,22.145039644169405
1013467,2025-02-08,1580,transfer,5159.21,SEK,11.2865,457.113365525185
1013468,2025-02-22,1863,withdrawal,4348.54,CZK,25.082,173.3729367674029
1013469,2025-01-28,4518,transfer,8881.07,RON,4.9749,1785.175581418722
1013470,2025-03-04,1659,withdrawal,8121.3,GBP,0.82788,9809.75503696188
1013471,2025-01-20,2345,transfer,5585.19,RON,4.9769,1122.2226687295304
1013472,2025-02-15,1304,deposit,2644.82,BGN,1.9558,1352.2957357603027
1013473,2025-02-05,2710,deposit,2506.96,CHF,0.9395,2668.3980840872805
1013474,2025-02-20,2093,withdrawal,4613.15,BGN,1.9558,2358.7023213007465
1013475,2025-02-15,3000,withdrawal,8589.04,PLN,4.1653,2062.0459510719515
1013476,2025-02-15,4253,withdrawal,1035.93,TRY,37.949,27.297952515217794
1013477,2025-02-05,3097,deposit,7798.75,CZK,25.136,310.2621737746658
1013478,2025-02-22,640,deposit,9892.68,HUF,404.6,24.45051903114187
1013479,2025-01-19,182,transfer,156.76,HUF,412.65,0.3798861020235066
1013480,2025-03-06,2586,transfer,1840.06,CZK,25.047,73.46428714017647
1013481,2025-01-03,625,withdrawal,6493.67,ISK,144.1,45.06363636363636
1013482,2025-01-14,2356,deposit,9425.49,JPY,161.63,58.315226133762295
1013483,2025-02-26,3270,deposit,8901.07,RON,4.9773,1788.3330319651218
1013484,2025-02-16,995,withdrawal,5834.07,RON,4.977,1172.2061482820975
1013485,2025-03-05,3210,transfer,9931.59,RON,4.9758,1995.9785361147958
1013486,2025-01-16,301,transfer,7436.63,ISK,145.1,51.251757408683666
1013487,2025-01-27,2470,withdrawal,3599.79,HUF,408.78,8.806179362982533
1013488,2025-01-16,3413,deposit,58.53,DKK,7.4609,7.844898068597622
