branch_id,branch_name,transaction_date,transaction_currency,count_transactions,count_deposits,count_withdrawals,count_transfers,unique_customers,transactions_under_30,transactions_30_to_50,transactions_over_50,share_customers_under_30,share_customers_30_to_50,share_customers_over_50,total_transaction_amount_euro,avg_transaction_amount_euro,transactions_with_account,transactions_without_account
8,Sarajevo,2025-01-20,HUF,1,1,0,0,1,0,1,0,0.0,1.0,0.0,6.062205010286821,6.062205010286821,1,0
53,Tokyo,2025-01-09,GBP,1,1,0,0,1,0,1,0,0.0,1.0,0.0,10084.920294005344,10084.920294005344,1,0
31,Barcelona,2025-02-27,GBP,1,0,0,1,1,0,1,0,0.0,1.0,0.0,4143.7228599421815,4143.7228599421815,1,0
9,Los Angeles,2025-02-14,BGN,1,0,0,1,1,0,1,0,0.0,1.0,0.0,1977.855608957971,1977.855608957971,1,0
3,Manama,2025-02-08,HUF,2,0,0,2,2,0,1,1,0.0,0.5,0.5,9.052324004438416,4.526162002219208,2,0
99,Bangkok,2025-03-02,AUD,1,1,0,0,1,0,0,1,0.0,0.0,1.0,799.7670390060332,799.7670390060332,1,0
62,Toronto,2025-02-20,AUD,1,1,0,0,1,0,0,1,0.0,0.0,1.0,4789.37248199243,4789.37248199243,1,0
15,Zagreb,2025-02-11,NOK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,16.972053043065095,16.972053043065095,1,0
96,Reykjavik,2025-01-24,TRY,1,0,0,1,1,1,0,0,1.0,0.0,0.0,39.254086737833426,39.254086737833426,1,0
38,Stuttgart,2025-01-27,CZK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,284.59405625049794,284.59405625049794,1,0
90,Bratislava,2025-01-10,HUF,2,1,1,0,2,0,0,2,0.0,0.0,1.0,32.01080545349062,16.00540272674531,2,0
89,Rome,2025-03-05,AUD,3,1,2,0,3,1,1,1,0.33333334,0.33333334,0.33333334,9139.653552554315,3046.5511841847715,3,0
15,Zagreb,2025-01-15,RON,3,1,1,1,3,0,0,3,0.0,0.0,1.0,2786.301314784287,928.7671049280957,3,0
38,Stuttgart,2025-01-21,NOK,2,1,1,0,2,0,2,0,0.0,1.0,0.0,766.3975628332064,383.1987814166032,2,0
33,Ghent,2025-01-23,CHF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,6350.794323236602,6350.794323236602,1,0
37,Cape Town,2025-01-18,AUD,1,1,0,0,1,0,0,1,0.0,0.0,1.0,4195.884897272618,4195.884897272618,1,0
78,Belgrade,2025-02-15,TRY,1,1,0,0,1,0,0,1,0.0,0.0,1.0,102.02403225381434,102.02403225381434,1,0
33,Ghent,2025-01-14,SEK,2,1,0,1,2,0,1,1,0.0,0.5,0.5,709.0609798471161,354.53048992355804,2,0
29,Ashgabat,2025-01-11,SEK,1,0,1,0,1,0,0,1,0.0,0.0,1.0,691.8283030355744,691.8283030355744,1,0
55,Chicago,2025-02-16,TRY,1,1,0,0,1,0,0,1,0.0,0.0,1.0,62.29386808611557,62.29386808611557,1,0
57,Antwerp,2025-02-14,GBP,2,1,0,1,2,0,0,2,0.0,0.0,1.0,10419.083097999159,5209.541548999579,2,0
28,Zurich,2025-02-28,PLN,1,1,0,0,1,0,0,1,0.0,0.0,1.0,45.90029636411826,45.90029636411826,1,0
11,Skopje,2025-02-24,BGN,4,3,1,0,4,0,0,4,0.0,0.0,1.0,12402.014520912158,3100.5036302280396,4,0
39,Almaty,2025-01-08,ISK,2,1,1,0,2,0,0,2,0.0,0.0,1.0,91.56650585802895,45.78325292901447,2,0
85,Casablanca,2025-01-04,AUD,1,1,0,0,1,1,0,0,1.0,0.0,0.0,5123.834259482967,5123.834259482967,1,0
51,Johannesburg,2025-01-07,BGN,1,0,0,1,1,0,0,1,0.0,0.0,1.0,359.2749769915124,359.2749769915124,1,0
30,Budapest,2025-02-27,HUF,2,0,0,2,2,0,1,1,0.0,0.5,0.5,13.229401897704228,6.614700948852114,2,0
86,Sydney,2025-01-11,DKK,2,2,0,0,2,0,1,1,0.0,0.5,0.5,1197.8714848671689,598.9357424335844,2,0
15,Zagreb,2025-01-18,SEK,3,0,1,2,3,0,1,2,0.0,0.33333334,0.6666667,2028.1070745697898,676.0356915232633,3,0
88,Tirana,2025-03-10,HUF,1,1,0,0,1,0,0,1,0.0,0.0,1.0,0.4873701339341595,0.4873701339341595,1,0
66,Hong Kong,2025-02-14,CHF,1,1,0,0,1,0,0,1,0.0,0.0,1.0,6430.24782884982,6430.24782884982,1,0
1,Lyon,2025-02-12,PLN,1,1,0,0,1,0,1,0,0.0,1.0,0.0,764.8982331647209,764.8982331647209,1,0
45,Vienna,2025-01-10,GBP,1,0,0,1,1,0,0,1,0.0,0.0,1.0,2218.823557525719,2218.823557525719,1,0
27,Baku,2025-01-16,PLN,1,0,1,0,1,0,0,1,0.0,0.0,1.0,104.70624062968517,104.70624062968517,1,0
8,Sarajevo,2025-01-28,CHF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,4091.526321364262,4091.526321364262,1,0
17,Basel,2025-01-25,BGN,1,0,0,1,1,0,1,0,0.0,1.0,0.0,1577.8453829634932,1577.8453829634932,1,0
12,Berlin,2025-02-11,ISK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,5.565211459754434,5.565211459754434,1,0
67,Kiev,2025-01-07,GBP,1,1,0,0,1,0,0,1,0.0,0.0,1.0,4872.459747934631,4872.459747934631,1,0
36,Naples,2025-02-01,AUD,2,0,0,2,2,0,0,2,0.0,0.0,1.0,4944.485690336487,2472.2428451682435,2,0
38,Stuttgart,2025-01-07,NOK,1,1,0,0,1,1,0,0,1.0,0.0,0.0,559.8909571069557,559.8909571069557,1,0
14,Marseille,2025-01-02,BGN,1,0,0,1,1,1,0,0,1.0,0.0,0.0,1010.0010225994478,1010.0010225994478,1,0
61,Brussels,2025-01-04,JPY,1,1,0,0,1,0,0,1,0.0,0.0,1.0,45.380602089386166,45.380602089386166,1,0
51,Johannesburg,2025-02-08,CHF,1,0,0,1,1,0,1,0,0.0,1.0,0.0,4125.663622849862,4125.663622849862,1,0
34,Gothenburg,2025-02-11,CHF,2,0,1,1,2,0,1,1,0.0,0.5,0.5,12888.620214232687,6444.310107116344,2,0
72,Jeddah,2025-02-18,NOK,2,0,1,1,2,0,0,2,0.0,0.0,1.0,730.4940389398748,365.2470194699374,2,0
65,Yerevan,2025-03-10,BGN,1,0,1,0,1,0,0,1,0.0,0.0,1.0,1886.3687493608754,1886.3687493608754,1,0
77,Copenhagen,2025-01-02,SEK,2,1,1,0,2,0,1,1,0.0,0.5,0.5,1661.1759452999836,830.5879726499918,2,0
52,Venice,2025-03-08,RON,1,1,0,0,1,1,0,0,1.0,0.0,0.0,1149.69150069337,1149.69150069337,1,0
22,Lisbon,2025-02-27,AUD,1,0,0,1,1,0,0,1,0.0,0.0,1.0,575.3936771246545,575.3936771246545,1,0
54,Cologne,2025-03-07,NOK,1,0,1,0,1,0,0,1,0.0,0.0,1.0,534.6211412535079,534.6211412535079,1,0
1,Lyon,2025-02-26,CHF,4,1,2,1,4,1,2,1,0.25,0.5,0.25,11453.385860306644,2863.346465076661,4,0
54,Cologne,2025-02-03,AUD,1,0,0,1,1,0,0,1,0.0,0.0,1.0,3945.642133045408,3945.642133045408,1,0
77,Copenhagen,2025-02-27,CZK,1,1,0,0,1,0,1,0,0.0,1.0,0.0,219.05630928082607,219.05630928082607,1,0
44,Valencia,2025-02-21,SEK,4,1,1,2,4,0,1,3,0.0,0.25,0.75,2121.0320843616782,530.2580210904196,4,0
10,Chisinau,2025-02-19,GBP,1,1,0,0,1,1,0,0,1.0,0.0,0.0,11441.162268524105,11441.162268524105,1,0
71,New York,2025-01-12,SEK,2,0,1,1,2,0,0,2,0.0,0.0,1.0,1170.8532660694095,585.4266330347048,2,0
83,Oslo,2025-02-19,SEK,1,0,1,0,1,1,0,0,1.0,0.0,0.0,106.43481362582486,106.43481362582486,1,0
49,Singapore,2025-02-07,RON,2,1,1,0,2,0,0,2,0.0,0.0,1.0,2224.8533194020256,1112.4266597010128,2,0
33,Ghent,2025-02-03,BGN,2,0,2,0,2,0,0,2,0.0,0.0,1.0,6176.597811637182,3088.298905818591,2,0
91,Tashkent,2025-02-21,DKK,1,0,0,1,1,0,1,0,0.0,1.0,0.0,116.54957902075401,116.54957902075401,1,0
82,Dublin,2025-01-02,ISK,4,2,2,0,4,0,2,2,0.0,0.5,0.5,139.96476719944405,34.991191799861014,4,0
67,Kiev,2025-02-27,PLN,2,0,1,1,2,0,0,2,0.0,0.0,1.0,3003.323811368258,1501.661905684129,2,0
22,Lisbon,2025-01-16,AUD,1,0,0,1,1,0,0,1,0.0,0.0,1.0,2222.722336189212,2222.722336189212,1,0
60,Utrecht,2025-02-27,TRY,2,0,1,1,2,1,0,1,0.5,0.0,0.5,252.79422552923916,126.39711276461958,2,0
49,Singapore,2025-01-10,ISK,2,1,1,0,2,0,2,0,0.0,1.0,0.0,41.78878183069511,20.894390915347554,2,0
13,Bologna,2025-01-16,RON,2,0,1,1,2,0,0,2,0.0,0.0,1.0,536.569924026209,268.2849620131045,2,0
28,Zurich,2025-01-24,GBP,2,1,1,0,2,0,0,2,0.0,0.0,1.0,10700.79253195598,5350.39626597799,2,0
82,Dublin,2025-03-04,PLN,1,1,0,0,1,0,1,0,0.0,1.0,0.0,1006.3808813983122,1006.3808813983122,1,0
74,Kuwait City,2025-02-02,NOK,3,1,1,1,3,1,1,1,0.33333334,0.33333334,0.33333334,1948.6219147504112,649.540638250137,3,0
50,Athens,2025-03-04,GBP,1,0,1,0,1,0,0,1,0.0,0.0,1.0,11437.587573078226,11437.587573078226,1,0
44,Valencia,2025-01-11,JPY,2,1,1,0,2,0,0,2,0.0,0.0,1.0,27.56207785828319,13.781038929141594,2,0
87,Turin,2025-01-13,GBP,1,0,0,1,1,0,0,1,0.0,0.0,1.0,4017.4310836501904,4017.4310836501904,1,0
61,Brussels,2025-02-10,NOK,1,0,0,1,1,0,0,1,0.0,0.0,1.0,321.268305326364,321.268305326364,1,0
80,Bucharest,2025-03-06,GBP,1,0,1,0,1,0,0,1,0.0,0.0,1.0,10947.081990691013,10947.081990691013,1,0
31,Barcelona,2025-02-03,ISK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,23.005958904109587,23.005958904109587,1,0
22,Lisbon,2025-02-11,CHF,1,0,1,0,1,0,0,1,0.0,0.0,1.0,1806.893626047301,1806.893626047301,1,0
93,San Francisco,2025-02-05,SEK,2,1,1,0,2,0,1,1,0.0,0.5,0.5,521.0788586320136,260.5394293160068,2,0
50,Athens,2025-02-17,DKK,1,0,0,1,1,1,0,0,1.0,0.0,0.0,1164.735847286084,1164.735847286084,1,0
24,Cairo,2025-01-24,RON,1,1,0,0,1,0,0,1,0.0,0.0,1.0,760.4650228090272,760.4650228090272,1,0
82,Dublin,2025-02-04,AUD,1,1,0,0,1,0,0,1,0.0,0.0,1.0,4796.975163870347,4796.975163870347,1,0
68,Nice,2025-01-20,ISK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,21.929484536082473,21.929484536082473,1,0
52,Venice,2025-02-09,CZK,1,0,0,1,1,1,0,0,1.0,0.0,0.0,220.1891827306038,220.1891827306038,1,0
22,Lisbon,2025-02-02,NOK,3,3,0,0,3,1,0,2,0.33333334,0.0,0.6666667,1974.4702785137981,658.1567595045993,3,0
85,Casablanca,2025-01-12,RON,1,1,0,0,1,0,1,0,0.0,1.0,0.0,1082.9375691163166,1082.9375691163166,1,0
98,Paris,2025-01-05,PLN,1,0,1,0,1,0,0,1,0.0,0.0,1.0,1141.458162668227,1141.458162668227,1,0
20,Vilnius,2025-01-10,RON,1,0,0,1,1,0,1,0,0.0,1.0,0.0,351.88096913642306,351.88096913642306,1,0
19,Sofia,2025-01-31,DKK,2,1,0,1,2,0,0,2,0.0,0.0,1.0,1578.9018735425766,789.4509367712883,2,0
1,Lyon,2025-02-27,JPY,2,0,0,2,2,0,1,1,0.0,0.5,0.5,114.29043578127992,57.14521789063996,2,0
90,Bratislava,2025-01-20,ISK,2,0,1,1,2,1,1,0,0.5,0.5,0.0,94.81443298969072,47.40721649484536,2,0
16,Florence,2025-01-11,CHF,2,0,1,1,2,0,1,1,0.0,0.5,0.5,9427.867459643161,4713.9337298215805,2,0
43,Krakow,2025-02-16,RON,1,1,0,0,1,0,0,1,0.0,0.0,1.0,1816.753064094836,1816.753064094836,1,0
38,Stuttgart,2025-01-07,AUD,1,0,0,1,1,0,1,0,0.0,1.0,0.0,2224.4609530712087,2224.4609530712087,1,0
78,Belgrade,2025-01-29,SEK,1,0,1,0,1,0,0,1,0.0,0.0,1.0,579.1174544978394,579.1174544978394,1,0
43,Krakow,2025-03-03,PLN,1,0,0,1,1,0,1,0,0.0,1.0,0.0,457.6316294236118,457.6316294236118,1,0
68,Nice,2025-01-31,JPY,1,0,0,1,1,0,0,1,0.0,0.0,1.0,34.82185228896205,34.82185228896205,1,0
74,Kuwait City,2025-02-18,DKK,1,0,1,0,1,1,0,0,1.0,0.0,0.0,1302.7861950604704,1302.7861950604704,1,0
10,Chisinau,2025-01-18,ISK,2,2,0,0,2,0,1,1,0.0,0.5,0.5,114.70206753962785,57.351033769813924,2,0
15,Zagreb,2025-01-21,TRY,2,0,1,1,2,0,1,1,0.0,0.5,0.5,289.5010975312322,144.7505487656161,2,0
97,Riyadh,2025-02-07,CZK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,119.32850087621475,119.32850087621475,1,0
74,Kuwait City,2025-01-20,DKK,2,1,0,1,2,0,0,2,0.0,0.0,1.0,1481.439734087467,740.7198670437335,2,0
22,Lisbon,2025-02-08,CZK,2,1,1,0,2,0,1,1,0.0,0.5,0.5,237.37374541978647,118.68687270989324,2,0
92,Seoul,2025-01-10,BGN,1,0,0,1,1,0,1,0,0.0,1.0,0.0,3932.324368544841,3932.324368544841,1,0
49,Singapore,2025-01-03,CHF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,1341.3586840418714,1341.3586840418714,1,0
97,Riyadh,2025-01-11,CZK,2,1,0,1,2,1,1,0,0.5,0.5,0.0,376.74770825029896,188.37385412514948,2,0
45,Vienna,2025-01-26,GBP,3,1,1,1,3,0,0,3,0.0,0.0,1.0,23283.80699655266,7761.268998850886,3,0
74,Kuwait City,2025-02-07,BGN,1,0,0,1,1,0,0,1,0.0,0.0,1.0,3205.210144186522,3205.210144186522,1,0
43,Krakow,2025-01-30,CHF,2,1,0,1,2,0,1,1,0.0,0.5,0.5,8088.253362991208,4044.126681495604,2,0
4,Amsterdam,2025-01-26,SEK,2,2,0,0,2,0,1,1,0.0,0.5,0.5,746.4342438258138,373.2171219129069,2,0
2,Porto,2025-01-17,CHF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,1993.1339152650626,1993.1339152650626,1,0
5,Bergen,2025-01-29,CHF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,9422.651113467657,9422.651113467657,1,0
31,Barcelona,2025-01-06,AUD,2,2,0,0,2,0,1,1,0.0,0.5,0.5,6803.056478405317,3401.5282392026584,2,0
24,Cairo,2025-02-17,ISK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,2.4050374404356707,2.4050374404356707,1,0
14,Marseille,2025-01-24,DKK,2,0,1,1,2,1,1,0,0.5,0.5,0.0,2044.9325863778915,1022.4662931889458,2,0
85,Casablanca,2025-02-27,ISK,2,0,1,1,2,0,1,1,0.0,0.5,0.5,27.10591065292096,13.55295532646048,2,0
29,Ashgabat,2025-03-08,HUF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,3.0618613504307755,3.0618613504307755,1,0
60,Utrecht,2025-03-03,CHF,1,0,0,1,1,0,1,0,0.0,1.0,0.0,8123.249893932966,8123.249893932966,1,0
54,Cologne,2025-02-18,BGN,1,0,0,1,1,0,0,1,0.0,0.0,1.0,1601.8100010225996,1601.8100010225996,1,0
62,Toronto,2025-01-27,HUF,3,1,1,1,3,0,1,2,0.0,0.33333334,0.6666667,41.49312588678507,13.831041962261692,3,0
66,Hong Kong,2025-03-04,JPY,4,1,2,1,4,0,3,1,0.0,0.75,0.25,96.98875399361022,24.247188498402554,4,0
74,Kuwait City,2025-02-20,NOK,2,2,0,0,2,0,1,1,0.0,0.5,0.5,821.4023602377465,410.70118011887325,2,0
88,Tirana,2025-03-04,CHF,2,0,0,2,2,0,1,1,0.0,0.5,0.5,14295.283320883576,7147.641660441788,2,0
5,Bergen,2025-02-19,CHF,1,1,0,0,1,0,0,1,0.0,0.0,1.0,9781.738208797033,9781.738208797033,1,0
38,Stuttgart,2025-01-25,NOK,3,2,1,0,3,0,2,1,0.0,0.6666667,0.33333334,1498.5616409208906,499.5205469736302,3,0
38,Stuttgart,2025-02-03,SEK,1,1,0,0,1,0,1,0,0.0,1.0,0.0,815.7904363731383,815.7904363731383,1,0
95,Prague,2025-01-01,GBP,2,1,0,1,2,0,1,1,0.0,0.5,0.5,15352.396343375383,7676.198171687692,2,0
84,Bishkek,2025-01-16,BGN,4,1,1,2,4,0,1,3,0.0,0.25,0.75,9872.630125779731,2468.157531444933,4,0
72,Jeddah,2025-01-13,NOK,1,0,0,1,1,0,0,1,0.0,0.0,1.0,837.5651208472115,837.5651208472115,1,0
1,Lyon,2025-02-03,CHF,3,0,2,1,3,0,0,3,0.0,0.0,1.0,11251.63419567763,3750.5447318925435,3,0
41,Tallinn,2025-03-06,BGN,1,0,0,1,1,0,1,0,0.0,1.0,0.0,2657.960936701094,2657.960936701094,1,0
88,Tirana,2025-02-02,NOK,1,0,1,0,1,0,1,0,0.0,1.0,0.0,214.8628730627998,214.8628730627998,1,0
99,Bangkok,2025-03-03,HUF,1,0,1,0,1,0,0,1,0.0,0.0,1.0,4.246934545363733,4.246934545363733,1,0
20,Vilnius,2025-03-09,CHF,1,1,0,0,1,0,0,1,0.0,0.0,1.0,6685.591712880611,6685.591712880611,1,0
27,Baku,2025-01-25,GBP,1,0,1,0,1,0,0,1,0.0,0.0,1.0,6770.248658382003,6770.248658382003,1,0
10,Chisinau,2025-02-05,BGN,1,1,0,0,1,1,0,0,1.0,0.0,0.0,3002.36220472441,3002.36220472441,1,0
78,Belgrade,2025-01-05,JPY,2,1,1,0,2,1,0,1,0.5,0.0,0.5,41.44167645422513,20.720838227112566,2,0
21,Helsinki,2025-02-07,BGN,1,1,0,0,1,0,0,1,0.0,0.0,1.0,1486.9669700378363,1486.9669700378363,1,0
12,Berlin,2025-03-08,GBP,1,1,0,0,1,0,0,1,0.0,0.0,1.0,6227.535439063838,6227.535439063838,1,0
31,Barcelona,2025-01-19,JPY,2,2,0,0,2,0,0,2,0.0,0.0,1.0,42.47200898708107,21.236004493540534,2,0
4,Amsterdam,2025-01-20,DKK,1,0,0,1,1,0,1,0,0.0,1.0,0.0,1018.375306590181,1018.375306590181,1,0
76,Dushanbe,2025-02-04,BGN,2,1,1,0,2,0,0,2,0.0,0.0,1.0,9855.358421106452,4927.679210553226,2,0
51,Johannesburg,2025-02-21,CZK,2,1,1,0,2,0,1,1,0.0,0.5,0.5,180.71206442867395,90.35603221433698,2,0
70,Madrid,2025-01-18,JPY,3,1,2,0,3,1,1,1,0.33333334,0.33333334,0.33333334,52.789802159395876,17.596600719798626,3,0
64,Luxembourg,2025-03-01,AUD,1,1,0,0,1,0,0,1,0.0,0.0,1.0,2067.331700615256,2067.331700615256,1,0
16,Florence,2025-01-06,PLN,1,0,1,0,1,0,0,1,0.0,0.0,1.0,1316.9128369161297,1316.9128369161297,1,0
72,Jeddah,2025-01-03,DKK,3,1,1,1,3,0,1,2,0.0,0.33333334,0.6666667,2274.24496306921,758.0816543564033,3,0
97,Riyadh,2025-02-25,NOK,1,0,0,1,1,0,1,0,0.0,1.0,0.0,799.6724909549202,799.6724909549202,1,0
65,Yerevan,2025-03-08,RON,1,0,1,0,1,1,0,0,1.0,0.0,0.0,13.334807162811263,13.334807162811263,1,0
44,Valencia,2025-02-19,HUF,2,1,0,1,2,1,0,1,0.5,0.0,0.5,40.554422699127144,20.277211349563572,2,0
59,Melbourne,2025-02-03,GBP,1,1,0,0,1,0,1,0,0.0,1.0,0.0,7409.870573518091,7409.870573518091,1,0
12,Berlin,2025-02-18,AUD,1,0,0,1,1,0,1,0,0.0,1.0,0.0,3549.829952629661,3549.829952629661,1,0
80,Bucharest,2025-02-07,CHF,1,1,0,0,1,0,0,1,0.0,0.0,1.0,4417.445317477172,4417.445317477172,1,0
95,Prague,2025-02-18,CHF,1,0,1,0,1,0,0,1,0.0,0.0,1.0,7568.901856763925,7568.901856763925,1,0
3,Manama,2025-01-04,TRY,1,0,1,0,1,0,0,1,0.0,0.0,1.0,205.118462594372,205.118462594372,1,0
89,Rome,2025-01-11,BGN,1,0,1,0,1,0,0,1,0.0,0.0,1.0,4308.221699560282,4308.221699560282,1,0
49,Singapore,2025-03-03,ISK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,8.051887439945094,8.051887439945094,1,0
83,Oslo,2025-01-03,AUD,3,2,0,1,3,1,0,2,0.33333334,0.0,0.6666667,11169.920270596762,3723.3067568655874,3,0
34,Gothenburg,2025-01-17,DKK,2,1,0,1,2,0,1,1,0.0,0.5,0.5,1474.254771606262,737.127385803131,2,0
27,Baku,2025-03-10,SEK,1,0,1,0,1,0,0,1,0.0,0.0,1.0,382.0082957290669,382.0082957290669,1,0
71,New York,2025-02-14,CHF,2,1,0,1,2,0,0,2,0.0,0.0,1.0,12874.10506248676,6437.05253124338,2,0
63,Dubai,2025-02-28,DKK,1,0,1,0,1,0,0,1,0.0,0.0,1.0,1249.5139643082202,1249.5139643082202,1,0
68,Nice,2025-02-17,HUF,1,0,0,1,1,0,0,1,0.0,0.0,1.0,14.689791651108953,14.689791651108953,1,0
85,Casablanca,2025-01-17,AUD,2,1,1,0,2,0,2,0,0.0,1.0,0.0,5955.130361648444,2977.565180824222,2,0
92,Seoul,2025-01-16,GBP,2,1,0,1,2,1,0,1,0.5,0.0,0.5,15793.182843172162,7896.591421586081,2,0
89,Rome,2025-03-09,ISK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,67.53761031907672,67.53761031907672,1,0
65,Yerevan,2025-02-16,RON,1,0,0,1,1,1,0,0,1.0,0.0,0.0,887.3578460920232,887.3578460920232,1,0
1,Lyon,2025-02-03,CZK,3,1,1,1,2,0,0,3,0.0,0.0,1.0,896.9755286291279,298.991842876376,3,0
15,Zagreb,2025-01-06,BGN,1,0,0,1,1,0,0,1,0.0,0.0,1.0,2298.680846712343,2298.680846712343,1,0
46,Trondheim,2025-02-11,PLN,2,1,0,1,2,0,0,2,0.0,0.0,1.0,981.1367715687448,490.5683857843724,2,0
58,Ljubljana,2025-01-03,CHF,3,0,1,2,3,1,0,2,0.33333334,0.0,0.6666667,15685.580004272591,5228.5266680908635,3,0
17,Basel,2025-01-12,AUD,2,0,1,1,2,1,0,1,0.5,0.0,0.5,3301.861302912039,1650.9306514560194,2,0
85,Casablanca,2025-02-03,ISK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,55.484726027397265,55.484726027397265,1,0
54,Cologne,2025-02-17,BGN,1,1,0,0,1,0,0,1,0.0,0.0,1.0,1880.5450455056753,1880.5450455056753,1,0
38,Stuttgart,2025-01-04,NOK,1,0,1,0,1,0,1,0,0.0,1.0,0.0,538.9311021941433,538.9311021941433,1,0
74,Kuwait City,2025-02-10,HUF,2,0,1,1,2,1,0,1,0.5,0.0,0.5,5.675497672576013,2.8377488362880063,2,0
67,Kiev,2025-02-19,DKK,3,1,0,2,3,0,1,2,0.0,0.33333334,0.6666667,1911.6372606853647,637.2124202284549,3,0
58,Ljubljana,2025-01-16,TRY,2,2,0,0,2,1,1,0,0.5,0.5,0.0,295.70714423050515,147.85357211525258,2,0
32,Geneva,2025-01-27,DKK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,1230.0422110552763,1230.0422110552763,1,0
94,Munich,2025-01-19,BGN,1,0,1,0,1,0,1,0,0.0,1.0,0.0,1960.24133346968,1960.24133346968,1,0
47,The Hague,2025-02-24,JPY,1,0,1,0,1,0,0,1,0.0,0.0,1.0,27.671832153561635,27.671832153561635,1,0
23,Warsaw,2025-01-27,BGN,3,2,0,1,3,1,0,2,0.33333334,0.0,0.6666667,8262.480826260355,2754.160275420118,3,0
55,Chicago,2025-02-24,PLN,3,2,0,1,3,1,1,1,0.33333334,0.33333334,0.33333334,5832.720472915913,1944.2401576386376,3,0
33,Ghent,2025-01-01,TRY,3,1,2,0,3,0,1,2,0.0,0.33333334,0.6666667,223.39140376187493,74.46380125395831,3,0
7,London,2025-02-05,SEK,1,0,0,1,1,0,0,1,0.0,0.0,1.0,189.61552344981203,189.61552344981203,1,0
98,Paris,2025-01-04,SEK,3,0,2,1,3,0,1,2,0.0,0.33333334,0.6666667,1343.3803924996719,447.79346416655727,3,0
66,Hong Kong,2025-02-09,DKK,1,0,0,1,1,0,0,1,0.0,0.0,1.0,175.67158176943698,175.67158176943698,1,0
21,Helsinki,2025-01-01,CZK,1,0,0,1,1,0,1,0,0.0,1.0,0.0,6.321222950168751,6.321222950168751,1,0
44,Valencia,2025-02-12,SEK,2,1,1,0,2,1,0,1,0.5,0.0,0.5,1018.3373931529296,509.1686965764648,2,0
66,Hong Kong,2025-03-07,JPY,1,1,0,0,1,0,0,1,0.0,0.0,1.0,51.67857811038354,51.67857811038354,1,0
69,Doha,2025-02-20,ISK,1,1,0,0,1,0,0,1,0.0,0.0,1.0,46.38455730954015,46.38455730954015,1,0
57,Antwerp,2025-02-28,RON,2,2,0,0,2,1,0,1,0.5,0.0,0.5,1784.4317633820929,892.2158816910464,2,0
26,Frankfurt,2025-01-30,BGN,2,1,0,1,2,0,0,2,0.0,0.0,1.0,4204.300030677984,2102.150015338992,2,0
3,Manama,2025-02-11,NOK,3,0,1,2,3,0,2,1,0.0,0.6666667,0.33333334,478.4354887477863,159.4784962492621,3,0
29,Ashgabat,2025-03-01,CZK,1,0,1,0,1,0,0,1,0.0,0.0,1.0,270.0643253825562,270.0643253825562,1,0
86,Sydney,2025-03-08,SEK,2,0,1,1,2,0,2,0,0.0,1.0,0.0,687.4547691746798,343.7273845873399,2,0
34,Gothenburg,2025-01-10,AUD,1,0,1,0,1,0,0,1,0.0,0.0,1.0,1379.7418192734915,1379.7418192734915,1,0
54,Cologne,2025-02-27,DKK,2,0,0,2,2,1,0,1,0.5,0.0,0.5,2103.9458865172155,1051.9729432586078,2,0
10,Chisinau,2025-02-26,CHF,1,0,1,0,1,0,1,0,0.0,1.0,0.0,5798.786201022147,5798.786201022147,1,0
55,Chicago,2025-02-21,HUF,1,1,0,0,1,0,0,1,0.0,0.0,1.0,0.15504201680672267,0.15504201680672267,1,0
78,Belgrade,2025-02-18,DKK,2,0,0,2,2,2,0,0,1.0,0.0,0.0,1740.4574830388033,870.2287415194016,2,0
15,Zagreb,2025-01-05,PLN,1,0,1,0,1,0,0,1,0.0,0.0,1.0,2.218841427735518,2.218841427735518,1,0
38,Stuttgart,2025-02-27,CZK,1,0,1,0,1,0,1,0,0.0,1.0,0.0,225.0958498419178,225.0958498419178,1,0
97,Riyadh,2025-01-30,ISK,2,0,2,0,2,0,1,1,0.0,0.5,0.5,77.53340177960301,38.766700889801506,2,0
66,Hong Kong,2025-02-14,PLN,1,0,0,1,1,0,0,1,0.0,0.0,1.0,837.2482174153122,837.2482174153122,1,0
96,Reykjavik,2025-02-21,CZK,1,0,0,1,1,0,1,0,0.0,1.0,0.0,20.25556175743561,20.25556175743561,1,0
51,Johannesburg,2025-03-02,RON,2,0,1,1,2,0,1,1,0.0,0.5,0.5,1234.9883459250925,617.4941729625463,2,0
62,Toronto,2025-01-08,AUD,2,0,0,2,2,0,0,2,0.0,0.0,1.0,1458.6385542168675,729.3192771084338,2,0
